Parâmetro do ponto de medição,,,,,,,,,,
Horário,SG5K-D_001_001/Potência CC total(kW),SG5K-D_001_001/Potência ativa total(kW),SG5K-D_001_001/MPPT1(A),SG5K-D_001_001/MPPT2(A),SG5K-D_001_001/MPPT1(V),SG5K-D_001_001/MPPT2(V),SG5K-D_001_001/Corrente da fase A(A),SG5K-D_001_001/Tensão da Fase A(V),SG5K-D_001_001/Geração de energia ao longo do dia(kWh),SG5K-D_001_001/Geração de energia total(kWh)
2022-10-24 07:15,"0,395","0,395","0,9","0,8",218,"221,5","1,7","220,5","0,2","5.495,8"
2022-10-24 07:30,"0,386","0,384","0,8","0,8",221,217,"1,7","221,4","0,3","5.495,9"
2022-10-24 07:45,"0,795","0,783","1,8","1,7","221,4","223,5","3,5","222,4","0,4",5.496
2022-10-24 08:00,"1,337","1,291",3,"2,8","222,3",226,"5,8","222,2","0,7","5.496,3"
2022-10-24 08:15,"0,713","0,7","1,6","1,6","218,5","217,5","3,1","222,6","0,9","5.496,5"
2022-10-24 08:30,"1,381","1,315","3,1",3,"222,1",224,"5,9","225,2","1,1","5.496,7"
2022-10-24 08:45,"1,118","1,106","2,5","2,5","219,5","218,9","4,8","225,2","1,5","5.497,1"
2022-10-24 09:00,"1,212","1,179","2,8","2,6","218,3",221,"5,2","224,6","1,7","5.497,3"
2022-10-24 09:15,"1,376","1,298","3,1",3,"221,2",218,"5,9","223,1","2,1","5.497,7"
2022-10-24 09:30,"0,733","0,716","1,7","1,6","215,9","213,9","3,2","222,8","2,4",5.498
2022-10-24 09:45,"0,883","0,874",2,2,"219,6","216,6","3,8","223,6","2,6","5.498,2"
2022-10-24 10:00,"0,766","0,762","1,7","1,7","219,5",217,"3,3","223,2","2,8","5.498,4"
2022-10-24 10:15,"0,736","0,736","1,7","1,6","217,4","219,4","3,2","222,6",3,"5.498,6"
2022-10-24 10:30,"0,76","0,737","1,7","1,7","218,4","217,5","3,3","223,4","3,1","5.498,7"
2022-10-24 10:45,"1,601","1,534","3,7","3,5","219,9","219,7","6,9","223,2","3,4",5.499
2022-10-24 11:00,"2,137","1,988","4,9","4,8","218,5","217,5","9,2","224,6","3,9","5.499,5"
2022-10-24 11:15,"0,867","0,842",2,"1,9","215,5","213,4","3,8","220,8","4,3","5.499,9"
2022-10-24 11:30,"0,927","0,896","2,1",2,"219,4",217,"4,1","221,1","4,5","5.500,1"
2022-10-24 11:45,"0,826","0,808","1,9","1,8","215,4",216,"3,6","222,4","4,8","5.500,4"
2022-10-24 12:00,"0,198","0,198","0,4","0,4","205,5",207,"0,9","222,1","4,9","5.500,5"
2022-10-24 12:15,"0,514","0,497","1,2","1,1","216,1",218,"2,2","221,6","4,9","5.500,5"
2022-10-24 12:30,"0,242","0,242","0,5","0,5",213,213,"1,1","221,6",5,"5.500,6"
2022-10-24 12:45,"0,224","0,224","0,5","0,5","209,5","210,5",1,"220,7",5,"5.500,6"
2022-10-24 13:00,"0,195","0,195","0,4","0,4",209,"209,5","0,8","222,7","5,1","5.500,7"
2022-10-24 13:15,"0,421","0,415","0,9","0,9","219,5",217,"1,9","221,2","5,1","5.500,7"
2022-10-24 13:30,"0,522","0,511","1,2","1,1","218,5","218,5","2,3","221,4","5,2","5.500,8"
2022-10-24 13:45,"0,603","0,586","1,3","1,3","220,5",223,"2,6","221,4","5,4",5.501
2022-10-24 14:00,"0,613","0,606","1,4","1,3",218,220,"2,7",220,"5,5","5.501,1"
2022-10-24 14:15,"0,781","0,767","1,8","1,7","220,3",222,"3,4","220,5","5,7","5.501,3"
2022-10-24 14:30,"0,419","0,418","0,9","0,9","215,5",218,"1,9","220,2","5,8","5.501,4"
2022-10-24 14:45,"0,572","0,56","1,3","1,2",220,218,"2,5",221,"5,9","5.501,5"
2022-10-24 15:00,"0,701","0,687","1,6","1,5","219,4",218,"3,1","219,5","6,1","5.501,7"
2022-10-24 15:15,"0,646","0,637","1,4","1,4","218,1",219,"2,8","219,6","6,2","5.501,8"
2022-10-24 15:30,"0,768","0,751","1,7","1,7","219,5","217,5","3,4","219,7","6,4",5.502
2022-10-24 15:45,"0,396","0,395","0,9","0,8","214,9",218,"1,8","220,4","6,5","5.502,1"
2022-10-24 16:00,"0,377","0,377","0,8","0,8","217,5","216,5","1,7","219,9","6,6","5.502,2"
2022-10-24 16:15,"0,381","0,381","0,9","0,8",215,"213,9","1,7","219,7","6,7","5.502,3"
2022-10-24 16:30,"0,373","0,373","0,8","0,8","215,4","216,5","1,7","219,1","6,8","5.502,4"
2022-10-24 16:45,"0,231","0,231","0,5","0,5",216,213,1,"221,7","6,9","5.502,5"
2022-10-24 17:00,"0,17","0,17","0,4","0,4",208,210,"0,7",223,"6,9","5.502,5"
2022-10-24 17:15,"0,115","0,115","0,2","0,2",209,"207,5","0,5","219,5","6,9","5.502,5"
2022-10-24 17:30,0,0,0,0,"229,2","229,3",0,221,"6,9","5.502,5"
2022-10-24 17:45,0,0,0,0,"200,1","200,1",0,"219,8","6,9","5.502,5"
2022-10-24 18:00,0,0,0,0,"200,1","200,1",0,"219,8","6,9","5.502,5"
2022-10-24 18:15,0,0,0,0,"200,1","200,1",0,"219,8","6,9","5.502,5"
2022-10-24 18:30,--,--,--,--,--,--,--,--,"6,9","5.502,5"
2022-10-24 18:45,--,--,--,--,--,--,--,--,"6,9","5.502,5"
2022-10-24 19:00,--,--,--,--,--,--,--,--,"6,9","5.502,5"
2022-10-24 19:15,--,--,--,--,--,--,--,--,"6,9","5.502,5"
2022-10-24 19:30,--,--,--,--,--,--,--,--,"6,9","5.502,5"
2022-10-24 19:45,--,--,--,--,--,--,--,--,"6,9","5.502,5"
2022-10-24 20:00,--,--,--,--,--,--,--,--,"6,9","5.502,5"
2022-10-24 20:15,--,--,--,--,--,--,--,--,"6,9","5.502,5"
2022-10-24 20:30,--,--,--,--,--,--,--,--,"6,9","5.502,5"
2022-10-24 20:45,--,--,--,--,--,--,--,--,"6,9","5.502,5"
2022-10-24 21:00,--,--,--,--,--,--,--,--,"6,9","5.502,5"
2022-10-24 21:15,--,--,--,--,--,--,--,--,"6,9","5.502,5"
2022-10-24 21:30,--,--,--,--,--,--,--,--,"6,9","5.502,5"
2022-10-24 21:45,--,--,--,--,--,--,--,--,"6,9","5.502,5"
2022-10-24 22:00,--,--,--,--,--,--,--,--,"6,9","5.502,5"
2022-10-24 22:15,--,--,--,--,--,--,--,--,"6,9","5.502,5"
2022-10-24 22:30,--,--,--,--,--,--,--,--,"6,9","5.502,5"
2022-10-24 22:45,--,--,--,--,--,--,--,--,"6,9","5.502,5"
2022-10-24 23:00,--,--,--,--,--,--,--,--,"6,9","5.502,5"
2022-10-24 23:15,--,--,--,--,--,--,--,--,"6,9","5.502,5"
2022-10-24 23:30,--,--,--,--,--,--,--,--,"6,9","5.502,5"
2022-10-24 23:45,--,--,--,--,--,--,--,--,"6,9","5.502,5"
2022-10-25 00:00,--,--,--,--,--,--,--,--,0,"5.502,5"
2022-10-25 00:15,--,--,--,--,--,--,--,--,0,"5.502,5"
2022-10-25 00:30,--,--,--,--,--,--,--,--,0,"5.502,5"
2022-10-25 00:45,--,--,--,--,--,--,--,--,0,"5.502,5"
2022-10-25 01:00,--,--,--,--,--,--,--,--,0,"5.502,5"
2022-10-25 01:15,--,--,--,--,--,--,--,--,0,"5.502,5"
2022-10-25 01:30,--,--,--,--,--,--,--,--,0,"5.502,5"
2022-10-25 01:45,--,--,--,--,--,--,--,--,0,"5.502,5"
2022-10-25 02:00,--,--,--,--,--,--,--,--,0,"5.502,5"
2022-10-25 02:15,--,--,--,--,--,--,--,--,0,"5.502,5"
2022-10-25 02:30,--,--,--,--,--,--,--,--,0,"5.502,5"
2022-10-25 02:45,--,--,--,--,--,--,--,--,0,"5.502,5"
2022-10-25 03:00,--,--,--,--,--,--,--,--,0,"5.502,5"
2022-10-25 03:15,--,--,--,--,--,--,--,--,0,"5.502,5"
2022-10-25 03:30,--,--,--,--,--,--,--,--,0,"5.502,5"
2022-10-25 03:45,--,--,--,--,--,--,--,--,0,"5.502,5"
2022-10-25 04:00,--,--,--,--,--,--,--,--,0,"5.502,5"
2022-10-25 04:15,--,--,--,--,--,--,--,--,0,"5.502,5"
2022-10-25 04:30,--,--,--,--,--,--,--,--,0,"5.502,5"
2022-10-25 04:45,--,--,--,--,--,--,--,--,0,"5.502,5"
2022-10-25 05:00,--,--,--,--,--,--,--,--,0,"5.502,5"
2022-10-25 05:15,0,0,0,0,"231,3","231,4",0,"223,9",0,"5.502,5"
2022-10-25 05:30,"0,174","0,174","0,4","0,4","209,3","214,2","0,7","224,3",0,"5.502,5"
2022-10-25 05:45,"0,148","0,148","0,3","0,3","210,3","213,2","0,6","222,9",0,"5.502,5"
2022-10-25 06:00,"0,43","0,429","0,9","0,9","225,3","221,7","1,9","224,5","0,1","5.502,6"
2022-10-25 06:15,"0,284","0,284","0,6","0,6","218,8","234,7","1,2","223,3","0,1","5.502,6"
2022-10-25 06:30,"0,311","0,311","0,5","0,7","223,8","251,7","1,4","222,2","0,2","5.502,7"
2022-10-25 06:45,"0,818","0,8","0,5",3,"237,3","224,9","3,6","222,2","0,3","5.502,8"
2022-10-25 07:00,"1,027","0,993","0,7","3,7","256,8","220,2","4,5",222,"0,6","5.503,1"
2022-10-25 07:15,"2,13","2,055","4,7","4,8","222,8","216,9","9,1","223,8","0,9","5.503,4"
2022-10-25 07:30,"2,901","2,57","6,8","6,4","221,3","216,9","12,4",226,"1,3","5.503,8"
2022-10-25 07:45,"0,557","0,557","1,3","1,2","215,3","214,2","2,4","222,8","1,6","5.504,1"
2022-10-25 08:00,"0,755","0,739","1,7","1,6","220,3","219,7","3,3","223,4","1,7","5.504,2"
2022-10-25 08:15,"3,103","2,984","7,1","7,1","217,7","216,7","13,2","226,2","2,2","5.504,7"
2022-10-25 08:30,"1,695","1,695","4,1","3,7","207,8","217,1",4,"222,6",3,"5.505,5"
2022-10-25 08:45,"1,24","1,122","3,1","2,8","207,1","204,2","5,4","220,3","3,7","5.506,2"
2022-10-25 09:00,"0,812","0,782","1,9","1,8","215,9","212,8","3,6","220,4",4,"5.506,5"
2022-10-25 09:15,"2,993","2,449",7,"6,3",223,"221,9",13,224,"4,4","5.506,9"
2022-10-25 09:30,"4,636","4,536","11,1","10,8","211,8","208,3","19,7","225,6",5,"5.507,5"
2022-10-25 09:45,"4,487","4,283","11,3","10,9",202,"199,2",19,"225,4","6,1","5.508,6"
2022-10-25 10:00,"1,648","1,581","4,1",4,203,"198,6","7,1","220,4","7,1","5.509,6"
2022-10-25 10:15,"5,039","4,904","11,9","11,7","215,2","209,1","21,2","227,6","7,8","5.510,3"
2022-10-25 10:30,"1,799","1,751","4,3","4,1","213,9","209,1","7,8",222,"8,6","5.511,1"
2022-10-25 10:45,"4,62","4,425","11,4","11,3","204,9","201,3","19,4","227,9","9,4","5.511,9"
2022-10-25 11:00,"4,519","4,311","11,2",11,"204,4","199,8","18,8",229,"10,5",5.513
2022-10-25 11:15,"4,162","4,102","10,2","10,2","205,7","198,7","17,6","226,1","11,6","5.514,1"
2022-10-25 11:30,"4,597","4,379","11,6","11,4","202,4","196,9","19,2","228,2","12,6","5.515,1"
2022-10-25 11:45,"1,909","1,841","4,4","4,3","217,9","211,6","8,2","223,8","13,3","5.515,8"
2022-10-25 12:00,"4,581","4,085","11,2","11,2",206,"201,2","19,2","227,9","14,1","5.516,6"
2022-10-25 12:15,"1,591","1,559","3,7","3,7",214,"209,2","6,9","221,8",15,"5.517,5"
2022-10-25 12:30,"0,869","0,859",2,2,215,210,"3,8","220,6","15,3","5.517,8"
2022-10-25 12:45,"0,315","0,315","0,7","0,7",212,"209,1","1,4","220,2","15,5",5.518
2022-10-25 13:00,"0,288","0,288","0,7","0,6","213,4",212,"1,3","219,2","15,5",5.518
2022-10-25 13:15,"0,85","0,831","1,9","1,8",226,"224,5","3,7","219,2","15,6","5.518,1"
2022-10-25 13:30,"1,919","1,774","4,2","4,1","229,4","226,5","8,4","220,7","15,9","5.518,4"
2022-10-25 13:45,"4,191","4,023","9,5","9,5",221,"217,5","18,1",222,"16,9","5.519,4"
2022-10-25 14:00,"3,548","3,419","8,1","8,4","216,7","209,4","15,3","222,2","17,8","5.520,3"
2022-10-25 14:15,"3,191","3,085","7,2","7,6","218,3","209,5","13,6",225,"18,6","5.521,1"
2022-10-25 14:30,"3,135","3,016","7,4","7,3",214,"209,5","13,6","221,2","19,3","5.521,8"
2022-10-25 14:45,"3,052","3,052",7,"7,1","213,3","214,3","8,7","218,8","20,1","5.522,6"
2022-10-25 15:00,"0,753","0,716","1,8","1,7","210,6","208,1","3,3","217,6","20,6","5.523,1"
2022-10-25 15:15,"0,395","0,389","0,9","0,9",214,"211,5","1,8","215,8","20,8","5.523,3"
2022-10-25 15:30,"0,338","0,337","0,8","0,7",211,"211,9","1,5","216,3","20,8","5.523,3"
2022-10-25 15:45,"0,157","0,157","0,3","0,3",205,206,"0,7","218,2","20,9","5.523,4"
2022-10-25 16:00,"0,167","0,167","0,4","0,3",211,209,"0,7",220,"20,9","5.523,4"
2022-10-25 16:15,"0,192","0,192","0,4","0,4",212,"214,5","0,8",217,21,"5.523,5"
2022-10-25 16:30,"0,116","0,116","0,2","0,2",204,"205,5","0,5","220,3",21,"5.523,5"
2022-10-25 16:45,"0,112","0,112","0,2","0,2",205,"204,5","0,5","218,2",21,"5.523,5"
2022-10-25 17:00,"0,084","0,084","0,2","0,2","199,5",203,"0,3","220,9",21,"5.523,5"
2022-10-25 17:15,"0,063","0,063","0,1","0,1",198,198,"0,2","216,6",21,"5.523,5"
2022-10-25 17:30,"0,056","0,056","0,1","0,1","198,5",201,"0,2","217,5",21,"5.523,5"
2022-10-25 17:45,"0,047","0,047","0,1","0,1","193,5","198,5","0,2","217,7",21,"5.523,5"
2022-10-25 18:00,"0,046","0,046","0,1","0,1","147,7","144,2","0,2","217,1",21,"5.523,5"
2022-10-25 18:15,"0,047","0,047","0,3","0,3","73,8","70,3","0,2","218,2",21,"5.523,5"
2022-10-25 18:30,"0,047","0,047","0,3","0,3","73,8","70,3","0,2","218,2",21,"5.523,5"
2022-10-25 18:45,--,--,--,--,--,--,--,--,21,"5.523,5"
2022-10-25 19:00,--,--,--,--,--,--,--,--,21,"5.523,5"
2022-10-25 19:15,--,--,--,--,--,--,--,--,21,"5.523,5"
2022-10-25 19:30,--,--,--,--,--,--,--,--,21,"5.523,5"
2022-10-25 19:45,--,--,--,--,--,--,--,--,21,"5.523,5"
2022-10-25 20:00,--,--,--,--,--,--,--,--,21,"5.523,5"
2022-10-25 20:15,--,--,--,--,--,--,--,--,21,"5.523,5"
2022-10-25 20:30,--,--,--,--,--,--,--,--,21,"5.523,5"
2022-10-25 20:45,--,--,--,--,--,--,--,--,21,"5.523,5"
2022-10-25 21:00,--,--,--,--,--,--,--,--,21,"5.523,5"
2022-10-25 21:15,--,--,--,--,--,--,--,--,21,"5.523,5"
2022-10-25 21:30,--,--,--,--,--,--,--,--,21,"5.523,5"
2022-10-25 21:45,--,--,--,--,--,--,--,--,21,"5.523,5"
2022-10-25 22:00,--,--,--,--,--,--,--,--,21,"5.523,5"
2022-10-25 22:15,--,--,--,--,--,--,--,--,21,"5.523,5"
2022-10-25 22:30,--,--,--,--,--,--,--,--,21,"5.523,5"
2022-10-25 22:45,--,--,--,--,--,--,--,--,21,"5.523,5"
2022-10-25 23:00,--,--,--,--,--,--,--,--,21,"5.523,5"
2022-10-25 23:15,--,--,--,--,--,--,--,--,21,"5.523,5"
2022-10-25 23:30,--,--,--,--,--,--,--,--,21,"5.523,5"
2022-10-25 23:45,--,--,--,--,--,--,--,--,21,"5.523,5"
2022-10-26 00:00,--,--,--,--,--,--,--,--,0,"5.523,5"
2022-10-26 00:15,--,--,--,--,--,--,--,--,0,"5.523,5"
2022-10-26 00:30,--,--,--,--,--,--,--,--,0,"5.523,5"
2022-10-26 00:45,--,--,--,--,--,--,--,--,0,"5.523,5"
2022-10-26 01:00,--,--,--,--,--,--,--,--,0,"5.523,5"
2022-10-26 01:15,--,--,--,--,--,--,--,--,0,"5.523,5"
2022-10-26 01:30,--,--,--,--,--,--,--,--,0,"5.523,5"
2022-10-26 01:45,--,--,--,--,--,--,--,--,0,"5.523,5"
2022-10-26 02:00,--,--,--,--,--,--,--,--,0,"5.523,5"
2022-10-26 02:15,--,--,--,--,--,--,--,--,0,"5.523,5"
2022-10-26 02:30,--,--,--,--,--,--,--,--,0,"5.523,5"
2022-10-26 02:45,--,--,--,--,--,--,--,--,0,"5.523,5"
2022-10-26 03:00,--,--,--,--,--,--,--,--,0,"5.523,5"
2022-10-26 03:15,--,--,--,--,--,--,--,--,0,"5.523,5"
2022-10-26 03:30,--,--,--,--,--,--,--,--,0,"5.523,5"
2022-10-26 03:45,--,--,--,--,--,--,--,--,0,"5.523,5"
2022-10-26 04:00,--,--,--,--,--,--,--,--,0,"5.523,5"
2022-10-26 04:15,--,--,--,--,--,--,--,--,0,"5.523,5"
2022-10-26 04:30,--,--,--,--,--,--,--,--,0,"5.523,5"
2022-10-26 04:45,--,--,--,--,--,--,--,--,0,"5.523,5"
2022-10-26 05:00,--,--,--,--,--,--,--,--,0,"5.523,5"
2022-10-26 05:15,0,0,0,0,220,220,0,224,0,"5.523,5"
2022-10-26 05:30,0,0,0,0,"234,4","234,5",0,"221,3",0,"5.523,5"
2022-10-26 05:45,"0,141","0,141","0,3","0,3",210,"211,5","0,6","222,2",0,"5.523,5"
2022-10-26 06:00,"0,176","0,176","0,4","0,4",211,213,"0,8",223,0,"5.523,5"
2022-10-26 06:15,"0,246","0,246","0,5","0,5","214,5",224,"1,1","223,3","0,1","5.523,6"
2022-10-26 06:30,"0,548","0,51",1,"1,2",224,"247,5","2,4","224,4","0,1","5.523,6"
2022-10-26 06:45,"0,54","0,524","1,1","1,2","220,1",219,"2,3",224,"0,3","5.523,8"
2022-10-26 07:00,"1,398","1,256","2,1","3,8","246,8",224,"6,1","223,4","0,5",5.524
2022-10-26 07:15,"2,058","1,928","4,5","4,6",226,"221,7",9,"222,3","0,9","5.524,4"
2022-10-26 07:30,"1,762","1,626",4,4,"219,3",218,"7,7","220,4","1,3","5.524,8"
2022-10-26 07:45,"0,882","0,882",2,"1,9","215,2","216,5","3,8","220,3","1,6","5.525,1"
2022-10-26 08:00,"1,184","1,155","2,7","2,6","221,1","218,8","5,2","221,8","1,8","5.525,3"
2022-10-26 08:15,"1,54","1,481","3,6","3,4","218,5","219,7","6,7","220,8","2,1","5.525,6"
2022-10-26 08:30,"1,881","1,833","4,4","4,2",216,"218,5","8,1","223,4","2,6","5.526,1"
2022-10-26 08:45,"1,668","1,598","3,9","3,7",218,"217,4","7,2",222,3,"5.526,5"
2022-10-26 09:00,"1,692","1,661","3,9","3,8","218,9","215,5","7,3","222,4","3,4","5.526,9"
2022-10-26 09:15,"0,836","0,81","1,9","1,8","218,5","217,5","3,7","220,6","3,6","5.527,1"
2022-10-26 09:30,"0,825","0,798","1,8","1,8","225,8","219,5","3,7","218,7","3,8","5.527,3"
2022-10-26 09:45,"1,238","1,204","2,8","2,7","224,3","225,5","5,4","221,6","4,1","5.527,6"
2022-10-26 10:00,"1,733","1,672","3,9","3,7","224,4","223,3","7,6","221,8","4,4","5.527,9"
2022-10-26 10:15,"5,165","4,487","11,2","11,1","231,2",230,"21,7","228,9",5,"5.528,5"
2022-10-26 10:30,"3,612","3,157","7,9","7,8","228,3","227,4","15,5","225,7","5,4","5.528,9"
2022-10-26 10:45,"4,121","4,121","9,9","9,5","211,1","211,4","16,7","226,3","6,3","5.529,8"
2022-10-26 11:00,"2,866","2,866",7,"6,7","208,6","206,1","12,2",225,"7,1","5.530,6"
2022-10-26 11:15,"4,106","3,676","9,7","9,4","211,8","214,6","17,3","228,1","7,6","5.531,1"
2022-10-26 11:30,"1,373","1,329","3,2","3,1","213,1","211,9","5,9",224,"8,1","5.531,6"
2022-10-26 11:45,"0,707","0,693","1,6","1,6","215,2",215,"3,1",223,"8,3","5.531,8"
2022-10-26 12:00,"0,55","0,543","1,2","1,2","218,3",218,"2,4","222,6","8,4","5.531,9"
2022-10-26 12:15,"0,606","0,589","1,3","1,3","220,7",220,"2,7","220,2","8,6","5.532,1"
2022-10-26 12:30,"4,638","3,556","10,2","10,4","222,4","227,2",20,225,"8,9","5.532,4"
2022-10-26 12:45,"1,474","1,427","3,4","3,3","216,7","215,9","6,4","219,8","9,5",5.533
2022-10-26 13:00,"1,74","1,671","3,9","3,8","224,4","223,7","7,6","221,9","9,9","5.533,4"
2022-10-26 13:15,"2,953","2,953","6,9","6,7","217,7","213,7","12,8","219,3","10,5",5.534
2022-10-26 13:30,"3,296","3,113","7,8","7,7","211,8","211,7","14,1",224,"11,1","5.534,6"
2022-10-26 13:45,"4,74","4,276","11,3","11,4","211,7","204,1","20,2","225,4","11,9","5.535,4"
2022-10-26 14:00,"4,045","3,886","9,8","9,9","207,4","201,6","17,2","224,8","12,7","5.536,2"
2022-10-26 14:15,"0,933","0,901","2,2","2,2","208,2","203,5","4,1","220,1","13,4","5.536,9"
2022-10-26 14:30,"2,655","2,061",6,6,"217,1","219,2","11,6",220,"13,7","5.537,2"
2022-10-26 14:45,"1,465","1,388","3,5","3,4","210,6","210,5","6,4","220,2","14,4","5.537,9"
2022-10-26 15:00,"2,574","2,488","6,2","5,8","212,8","215,6","11,2",220,"14,9","5.538,4"
2022-10-26 15:15,"1,581","1,02","3,9","3,5","213,4","212,7",7,"221,5","15,5",5.539
2022-10-26 15:30,"1,024","0,971","2,2","2,3","226,9","221,6","4,6","215,6","15,7","5.539,2"
2022-10-26 15:45,"0,664","0,653","1,5","1,5","221,7",218,3,"216,4","15,9","5.539,4"
2022-10-26 16:00,"0,669","0,655","1,5","1,4","217,7","220,1","2,9","219,1","16,1","5.539,6"
2022-10-26 16:15,"0,443","0,438",1,1,213,"217,1",2,"217,9","16,2","5.539,7"
2022-10-26 16:30,"0,3","0,3","0,7","0,6","214,6","217,1","1,3",220,"16,3","5.539,8"
2022-10-26 16:45,"0,197","0,197","0,4","0,4","210,9","212,1","0,9","217,9","16,4","5.539,9"
2022-10-26 17:00,"0,194","0,194","0,4","0,4","224,6","218,1","0,8","222,2","16,4","5.539,9"
2022-10-26 17:15,"0,13","0,13","0,3","0,3","209,6","209,6","0,5","220,6","16,4","5.539,9"
2022-10-26 17:30,"0,103","0,103","0,2","0,2","204,1","200,6","0,4","221,8","16,4","5.539,9"
2022-10-26 17:45,"0,06","0,06","0,1","0,1","198,6","196,1","0,2",221,"16,4","5.539,9"
2022-10-26 18:00,0,0,0,0,"198,9","199,2",0,"219,2","16,4","5.539,9"
2022-10-26 18:15,0,0,0,0,"198,9","199,2",0,"219,2","16,4","5.539,9"
2022-10-26 18:30,--,--,--,--,--,--,--,--,"16,4","5.539,9"
2022-10-26 18:45,--,--,--,--,--,--,--,--,"16,4","5.539,9"
2022-10-26 19:00,--,--,--,--,--,--,--,--,"16,4","5.539,9"
2022-10-26 19:15,--,--,--,--,--,--,--,--,"16,4","5.539,9"
2022-10-26 19:30,--,--,--,--,--,--,--,--,"16,4","5.539,9"
2022-10-26 19:45,--,--,--,--,--,--,--,--,"16,4","5.539,9"
2022-10-26 20:00,--,--,--,--,--,--,--,--,"16,4","5.539,9"
2022-10-26 20:15,--,--,--,--,--,--,--,--,"16,4","5.539,9"
2022-10-26 20:30,--,--,--,--,--,--,--,--,"16,4","5.539,9"
2022-10-26 20:45,--,--,--,--,--,--,--,--,"16,4","5.539,9"
2022-10-26 21:00,--,--,--,--,--,--,--,--,"16,4","5.539,9"
2022-10-26 21:15,--,--,--,--,--,--,--,--,"16,4","5.539,9"
2022-10-26 21:30,--,--,--,--,--,--,--,--,"16,4","5.539,9"
2022-10-26 21:45,--,--,--,--,--,--,--,--,"16,4","5.539,9"
2022-10-26 22:00,--,--,--,--,--,--,--,--,"16,4","5.539,9"
2022-10-26 22:15,--,--,--,--,--,--,--,--,"16,4","5.539,9"
2022-10-26 22:30,--,--,--,--,--,--,--,--,"16,4","5.539,9"
2022-10-26 22:45,--,--,--,--,--,--,--,--,"16,4","5.539,9"
2022-10-26 23:00,--,--,--,--,--,--,--,--,"16,4","5.539,9"
2022-10-26 23:15,--,--,--,--,--,--,--,--,"16,4","5.539,9"
2022-10-26 23:30,--,--,--,--,--,--,--,--,"16,4","5.539,9"
2022-10-26 23:45,--,--,--,--,--,--,--,--,"16,4","5.539,9"
2022-10-27 00:00,--,--,--,--,--,--,--,--,0,"5.539,9"
2022-10-27 00:15,--,--,--,--,--,--,--,--,0,"5.539,9"
2022-10-27 00:30,--,--,--,--,--,--,--,--,0,"5.539,9"
2022-10-27 00:45,--,--,--,--,--,--,--,--,0,"5.539,9"
2022-10-27 01:00,--,--,--,--,--,--,--,--,0,"5.539,9"
2022-10-27 01:15,--,--,--,--,--,--,--,--,0,"5.539,9"
2022-10-27 01:30,--,--,--,--,--,--,--,--,0,"5.539,9"
2022-10-27 01:45,--,--,--,--,--,--,--,--,0,"5.539,9"
2022-10-27 02:00,--,--,--,--,--,--,--,--,0,"5.539,9"
2022-10-27 02:15,--,--,--,--,--,--,--,--,0,"5.539,9"
2022-10-27 02:30,--,--,--,--,--,--,--,--,0,"5.539,9"
2022-10-27 02:45,--,--,--,--,--,--,--,--,0,"5.539,9"
2022-10-27 03:00,--,--,--,--,--,--,--,--,0,"5.539,9"
2022-10-27 03:15,--,--,--,--,--,--,--,--,0,"5.539,9"
2022-10-27 03:30,--,--,--,--,--,--,--,--,0,"5.539,9"
2022-10-27 03:45,--,--,--,--,--,--,--,--,0,"5.539,9"
2022-10-27 04:00,--,--,--,--,--,--,--,--,0,"5.539,9"
2022-10-27 04:15,--,--,--,--,--,--,--,--,0,"5.539,9"
2022-10-27 04:30,--,--,--,--,--,--,--,--,0,"5.539,9"
2022-10-27 04:45,--,--,--,--,--,--,--,--,0,"5.539,9"
2022-10-27 05:00,0,0,0,0,"198,8",199,0,"222,1",0,"5.539,9"
2022-10-27 05:15,0,0,0,0,"230,2","230,4",0,"222,8",0,"5.539,9"
2022-10-27 05:30,"0,118","0,118","0,2","0,2","201,5","206,5","0,5","223,6",0,"5.539,9"
2022-10-27 05:45,"0,155","0,155","0,3","0,3",215,216,"0,7","223,3",0,"5.539,9"
2022-10-27 06:00,"0,214","0,214","0,4","0,4",224,"216,5","0,9","223,4",0,"5.539,9"
2022-10-27 06:15,"0,239","0,239","0,5","0,5",213,"216,5",1,"222,5","0,1",5.540
2022-10-27 06:30,"0,299","0,299","0,5","0,6",225,255,"1,3","222,2","0,1",5.540
2022-10-27 06:45,"0,832","0,812","0,6","2,9",238,"227,2","3,6","222,9","0,3","5.540,2"
2022-10-27 07:00,"1,029","0,996","0,7","3,6",259,"225,5","4,5","222,8","0,5","5.540,4"
2022-10-27 07:15,"1,953","1,886","4,3","4,3","223,4","225,5","8,4","223,6","0,9","5.540,8"
2022-10-27 07:30,"2,217","2,135",5,5,"219,9",219,"9,4","228,4","1,4","5.541,3"
2022-10-27 07:45,"2,54","2,445","5,9","5,7",215,"217,9","10,9",225,"1,9","5.541,8"
2022-10-27 08:00,"3,27","3,149","7,8","7,4","211,6","214,5","13,9","225,9","2,6","5.542,5"
2022-10-27 08:15,"2,083","2,083","5,2","4,4","212,9","216,2","8,3","223,8","3,1",5.543
2022-10-27 08:30,"3,395","1,961","8,1","7,9","209,4","210,4","14,5","225,6","3,5","5.543,4"
2022-10-27 08:45,"2,38","2,38","5,2","5,9","215,9","209,4","8,1","222,6","4,1",5.544
2022-10-27 09:00,"1,277","1,212",3,"2,9","213,4","213,5","5,5","222,6","4,6","5.544,5"
